VIN-NR,MAKE-OF-CAR,MODEL-Short,MODEL-YEAR
2GCEC19M7T1209642,CHEV,   ,1996
JN8AS5MTXEW103970,NISS,ROG,2014
3GTP1NEC6JG307780,GMC ,   ,2018
1GCNCPEA4BZ315860,CHEV,   ,2011
1FTMF1C57LKE77322,FORD,   ,2020
1FTEX1CP8HKE44968,FORD,   ,2017
JT4UN24D2T0027362,TOYT,   ,1996
2GKFLUE38E6154860,GMC ,   ,2014
1FAFP55U92A177664,FORD,TAU,2002
1FTEW1E53KKC27429,FORD,   ,2019
3N1AB7AP1HY220142,NISS,SEN,2017
1FDWE35S6YHA12346,FORD,   ,2000
3GCUKSEJ1FG425918,CHEV,   ,2015
1LNHM82W55Y672230,LINC,TOW,2005
JTMP1RFV4KD011260,TOYT,RAV,2019
2FALP71W5TX153487,FORD,CRV,1996
1FBNE31LX8DA73662,FORD,   ,2008
WA1FVBF18PD007377,AUDI,Q8 ,2023
5XXGT4L33GG055893,KIA ,OPT,2016
2B5WB35Z0VK553467,DODG,   ,1997
1HGCP26479A017532,HOND,ACC,2009
1FBAX2CG0KKA62515,FORD,   ,2019
1G4PP5SK1C4179194,BUIC,VER,2012
1G6DA1E34D0113482,CADI,CTS,2013
1FTEW1EP3LFC46140,FORD,   ,2020
5FNRL6H77JB029226,HOND,ODY,2018
1XP5DB9X85D852262,PTRB,   ,2005
1FDXF80C9WVA31955,FORD,   ,1998
2G4GK5EX7E9226783,BUIC,REG,2014
1FT8W3A65CEA07927,FORD,   ,2012
2FZHATDC26AW92476,STER,   ,2006
KL4CJASB4KB786868,BUIC,   ,2019
1FDWE35P85HB17526,FORD,   ,2005
1ZVFT85H475204180,FORD,MUS,2007
1BAKGCPH3DF291575,BLUB,BB ,2013
2T3C1RFV3KC012418,TOYT,   ,2019
1GYFZCR43LF010749,CADI,XT4,2020
1FTEW1EF4GFD12384,FORD,   ,2016
1GC0CUEG4HZ228403,CHEV,   ,2017
5TEWN72N04Z455191,TOYT,   ,2004
1GC4YLE74MF270031,CHEV,   ,2021
1GAZGPFG8H1205550,CHEV,RCN,2017
4UZABRDU0BCAU4127,THAS,   ,2011
1GB0GRFP3P1104222,CHEV,   ,2023
2T2BK1BA5BC097599,LEXS,   ,2011
3GTP1NEC9JG280347,GMC ,   ,2018
1GNFC36J39R189410,CHEV,C15,2009
4T1G11AK7LU871617,TOYT,CAY,2020
3AKJGEDV4FSGB7228,FRHT,   ,2015
2GTEC19V531401313,GMC ,   ,2003
1GCGG25C781165011,CHEV,250,2008
1GNEC16Z14J225544,CHEV,C15,2004
JALC4J167H7003117,ISU ,   ,2017
1BAKCCPH4HF326173,BB  ,   ,2017
58ABZ1B13KU027932,LEXS,350,2019
5NPDH4AE2EH476143,HYUN,143,2014
1FTEX1CM7EKD41672,FORD,   ,2014
1GC4YTEY2PF179028,CHEV,   ,2023
JN8AS5MT5AW018240,NISS,RGE,2010
1GCHC23G22F114810,CHEV,   ,2002
2GNAXXEV0K6147515,CHEV,EQX,2019
1GBJG31F211142998,CHEV,   ,2001
5XXGV4L29GG109912,KIA ,OPT,2016
1FTBF2AT0KED17567,FORD,   ,2019
5J8TB4H36JL011180,ACUR,   ,2018
1GCHTBENXK1157798,CHEV,   ,2019
1GKS2CKJ1JR160769,GMC ,   ,2018
5N1AT2MT3JC710288,NISS,ROG,2018
3FA6P0G77KR146798,FORD,FUS,2019
1C4BJWFG9FL571118,JEEP,   ,2015
KNDJ23AU8L7120268,KIA ,SOU,2020
1GC1CUEG3GF151690,CHEV,   ,2016
JT8BH28F0X0165884,LEXS,LS ,1999
3LNHM26TX8R601590,LINC,MKZ,2008
5TFDW5F14DX302451,TOYT,   ,2013
4UZABRDU8GCGT6091,THAS,   ,2016
3C7WRKAL4JG280106,RAM ,   ,2018
JTHBL5EF0E5127673,LEXS,L46,2014
1GNEC13ZX2J304034,CHEV,TAH,2002
4JGDA5JB9FA472532,MERZ,M35,2015
3GCUKREC6JG563165,CHEV,   ,2018
1FTEX27L1VNC56901,FORD,   ,1997
1FBZX2ZM5KKA61795,FORD,TCN,2019
1GCRCNEH2JZ158606,CHEV,   ,2018
2FAFP71W16X150491,FORD,CRN,2006
1G1ZD5ST5KF131269,CHEV,MAL,2019
1C4RJGBG5N8539584,JEEP,GRC,2022
JN8AZ2NF3K9689215,INFI,QX8,2019
1GCDM19X84B112955,CHEV,   ,2004
1GB0CUEG0FZ512371,CHEV,   ,2015
1FM5K7D85FGA75099,FORD,XPL,2015
1GTN1LEC7HZ906502,GMC ,   ,2017
1XPCDP9X2HD363025,PTRB,   ,2017
5TBET34116S539730,TOYT,   ,2006
1FMRU1769WLB85809,FORD,EXP,1998
1GKS1GKD1MR174261,GMC ,YUX,2021
1BAKGCPH0GF321829,BLUB,   ,2016
1GNCS13W212211064,CHEV,BLZ,2001
3GCEK23M79G223400,CHEV,   ,2009
3B7HF13Z21G806372,DODG,   ,2001
1FD7X2BT0EEA23488,FORD,   ,2014
5TDKZRFH3KS341005,TOYT,HGH,2019
3C6UR5FL3LG208872,RAM ,   ,2020
2FMPK3K93MBA65348,FORD,EDG,2021
3N1CN7AP2EL851037,NISS,VER,2014
5FNYG2H2XPB007064,HOND,PLT,2023
5TFRU54199X018173,TOYT,   ,2009
1GCHK23648F169861,CHEV,   ,2008
4T4BE46K08R018675,TOYT,CAM,2008
2T3WFREV3FW140789,TOYT,RV4,2015
5J6RW1H83NA013519,HOND,CRV,2022
5FNYF3H42BB003447,HOND,PIL,2011
3AKJHHDR6KSKD9387,FRHT,   ,2019
1C3CCCAB7FN704976,CHRY,   ,2015
4UZABRDTX9CAH8170,THAS,   ,2009
1GB3CYCG3JF197213,CHEV,   ,2018
KNAFX4A6XE5087817,KIA ,FOR,2014
3C6UR5DL9MG698383,RAM ,   ,2021
JM1NB353710207541,MAZD,MIA,2001
1FTHX25F7TEB01678,FORD,   ,1996
1HGCG16552A076278,HOND,RCN,2002
WAUSGAFC6CN007373,AUDI,A7 ,2012
1N4AL3AP9GC129149,NISS,ALT,2016
5NMS53AA5LH162939,HYUN,SFE,2020
1FBSS31LX6HA31073,FORD,   ,2006
1FTSW21P07EB36446,FORD,   ,2007
1FTNR1ZM1FKB31846,FORD,TCN,2015
1FAHP2D87EG159192,FORD,TAU,2014
2GCEC19C471593778,CHEV,   ,2007
4S4BTAPC7L3192215,SUBA,OUT,2020
4T1C31AK0MU564171,TOYT,CAY,2021
19UUB2F59FA020407,ACUR,TLX,2015
1FD8W3HT5KEG25447,FORD,   ,2019
5TDYK3EH9DS118063,TOYT,HGH,2013
1FM5K7F82EGA31010,FORD,XPL,2014
1FTPW14505KD71308,FORD,   ,2005
3GTU2VEC6FG254151,GMC ,   ,2015
5GAER237X8J244083,BUIC,ENC,2008
2BXNBBC1XDV002194,CANA,   ,2013
1GKFC13027R336536,GMC ,YUK,2007
1FT8W3B65KED54851,FORD,   ,2019
1N4BA41E68C833292,NISS,MAX,2008
5TFUW5F19FX483081,TOYT,   ,2015
5TDYKRFH6FS111379,TOYT,HGH,2015
5J6RW1H80NA020377,HOND,CRV,2022
1GBJC34U72E287499,CHEV,   ,2002
3GCEC14X96G239626,CHEV,   ,2006
1FTEX15Y4RKB00772,FORD,   ,1994
1FTEW1E47LKD59523,FORD,   ,2020
1N4AL2APXCN536115,NISS,ALT,2012
1FTNF20557EA13786,FORD,   ,2007
1HGCV1F52NA029493,HOND,ACC,2022
1FTYR2CV0JKA36594,FORD,TRN,2018
1N6BA0ED9AN301532,NISS,   ,2010
1GNALBEK2FZ119651,CHEV,EQX,2015
1FTFW1E54MKD00928,FORD,   ,2021
JTEDU5JR5P5293791,TOYT,4RN,2023
1GTH5BEA8K1273539,GMC ,   ,2019
5FNYF5H24MB038908,HOND,PIL,2021
1G1JB5SH1H4123186,CHEV,SON,2017
2FAFP74W2XX137617,FORD,CRV,1999
2LMDJ6JK8DBL29647,LINC,MKX,2013
3ALACWFC4NDNF1322,FRHT,   ,2022
WDDGF4HB3ER313000,MERZ,C  ,2014
2FACP71W4PX181366,FORD,CRV,1993
4T1HZ1FB3NU077819,TOYT,AVA,2022
3GTP2XE23CG151555,GMC ,   ,2012
2FAFP71V18X111300,FORD,CVC,2008
1G1YY32G245108550,CHEV,COR,2004
1GYFZCR44KF137461,CADI,   ,2019
JKAZX4J131A030472,KAWK,   ,2001
2G1WA5E34F1115746,CHEV,RCN,2015
3GTUUGELXNG654721,GMC ,   ,2022
5YFS4MCE8NP125305,TOYT,COA,2022
1C6RR6FG4KS586995,RAM ,   ,2019
1M2AX04C7BM008821,MACK,   ,2011
1C4RJFCM7FC725012,JEEP,GCH,2015
KNAFX4A61F5384914,KIA ,FRT,2015
1BAKGCPA7DF291601,BLUB,   ,2013
JTEBU5JR5D5113552,TOYT,4RN,2013
1FDXE45S4YHA20231,FORD,   ,2000
1FDAW57R39EB13098,FORD,   ,2009
19UUA66215A015989,ACUR,ALT,2005
1HGCD5655VA034519,HOND,ACC,1997
1HGCR2F38FA137434,HOND,ACC,2015
3AKJHHDR9KSKB6024,FRHT,   ,2019
3N1AB8CV0LY227691,NISS,SEN,2020
3GCUKSEC3JG362170,CHEV,   ,2018
5N1DR2MN6HC651387,NISS,PAT,2017
1HTSAZRM5MH389728,ITNL,   ,1991
1FTEW1EF5GKE08533,FORD,   ,2016
5J6RM3H7XFL002189,HOND,CRV,2015
    1Q87L9L610519,CHEV,CAM,1979
1HVBBABM9YH338450,ITNL,   ,2000
3B7KF23C22M247867,DODG,   ,2002
1GT12ZE85FF122280,GMC ,   ,2015
1FAHP2E8XKG100261,FORD,TAU,2019
1N4AL3AP0FC197340,NISS,ALT,2015
7FARW1H73NE009219,HOND,CRV,2022
1FT7W2BT7FEA20421,FORD,   ,2015
4T1BF1FK6HU783413,TOYT,CAM,2017
1FTRE14202HB63150,FORD,   ,2002
1GDT8C4367F409697,GMC ,   ,2007
WBA3B1C54F5A05850,BMW ,320,2015
1C6RR6TT9HS591622,RAM ,   ,2017
3N1AB7AP9KY277244,NISS,SEN,2019
1FT8W3BT6BEB65387,FORD,   ,2011
3N1CP5BV6LL509759,NISS,KIC,2020
3FA6P0H74GR319991,FORD,FUS,2016
1GKEK63U36J137698,GMC ,DEN,2006
5TDKKRFH3GS502240,TOYT,HDR,2016
1GT42VEY4KF241325,GMC ,   ,2019
3C6UR5DLXMG542160,RAM ,   ,2021
1FTPW14V07FB75087,FORD,   ,2007
2T3WFREV0FW157565,TOYT,RAV,2015
KM8J33AL3MU370553,HYUN,TUC,2021
1D4HD58D95F596535,DODG,DUR,2005
1J8FT57W98D575963,JEEP,LIB,2008
1V2AP2CA0JC591865,VOLK,ATL,2018
1FTMF1CM9EKD27335,FORD,   ,2014
1FMJK1KT5MEA80198,FORD,   ,2021
1D7HU18267S184691,DODG,   ,2007
WBS3U9C5XFJ968258,BMW ,M4 ,2015
1FTSW21RX9EA08736,FORD,   ,2009
5TDYKRFH3GS155048,TOYT,HGH,2016
1FM5K7F88FGA16318,FORD,   ,2015
1FTFW1ET2CKD47923,FORD,   ,2012
3D4PG1FG7BT546260,DODG,JNY,2011
2FAFP71V98X136509,FORD,CVC,2008
WDDHF5KB8GB250619,MERZ,E  ,2016
MAJ6S3JL4LC349282,FORD,ECO,2020
5NPD84LF5LH519084,HYUN,ELA,2020
2C3CDXCT1FH754419,DODG,CHA,2015
5N1DL0MN8HC542967,INFI,QX6,2017
1GKS1BKC4GR404664,GMC ,YUK,2016
2FABP7BV8AX109840,FORD,CVC,2010
5N1AZ2MG4JN113947,NISS,MUR,2018
1GYS3KKJ7JR220468,CALC,   ,2018
1FUJALDE67DX39880,FRHT,   ,2007
KL4CJASB7JB531677,BUIC,   ,2018
5N1AL0MN1DC345426,INFI,J35,2013
1C4PJLCB3MD155067,JEEP,CHE,2021
2HGFC3B35HH352350,HOND,CIV,2017
1N4AL3AP2FN311973,NISS,ALT,2015
5J8TC2H60LL006152,ACUR,RDX,2020
5NPE24AF5FH171316,HYUN,SON,2015
1FT7W2BT8JEB47204,FORD,   ,2018
1HGCR2F5XEA207144,HOND,ACC,2014
1GBJC34205E242116,CHEV,   ,2005
5TDYKRFH3ES021783,TOYT,HGH,2014
3GNKBERS5MS581005,CHEV,BLZ,2021
KNAFU4A27C5571558,KIA ,FRT,2012
1G1ZB5ST3PF174666,CHEV,MAL,2023
1XKDDU9X8YJ851096,KW  ,   ,2000
3N1AB6APXBL624149,NISS,SEN,2011
KNDJ63AU3L7027162,KIA ,   ,2020
WBAJA5C56KWW11296,BMW ,530,2019
1FUJA6CVX4DM34073,FRHT,   ,2004
4T1BK36B78U255001,TOYT,AVA,2008
1GNSCHKC8HR383996,CHEV,SUB,2017
2G1WT58K269111189,CHEV,IMP,2006
3GNCJLSB6KL159161,CHEV,TRX,2019
JF2GTHMC7P8221374,SUBA,CRT,2023
1GKKRNED4BJ274584,GMC ,ACA,2011
5TDZT38A24S223723,TOYT,SQA,2004
3C4NJCBBXMT508214,JEEP,COM,2021
1G4GB5G31EF100923,BUIC,LAC,2014
1GC1KUEG2JF110347,CHEV,   ,2018
1GCEC14X65Z150174,CHEV,   ,2005
1FAHP3FN3BW102935,FORD,FOC,2011
3VWC57BU0KM045850,VOLK,JET,2019
3B7HC13Z8VG757807,DODG,   ,1997
1FDWF36548EE31786,FORD,   ,2008
1FUJHHDR8KLKW0113,FRHT,   ,2019
1V2WR2CA2MC611215,VOLK,ATL,2021
2FMTK4J93FBB51624,FORD,EDG,2015
3GCPCREA9BG224216,CHEV,   ,2011
1FALP45X5VF178468,FORD,MUS,1997
3AKBHSDV0KSKC7671,FRHT,   ,2019
1HTMMMML7JH489357,INTL,   ,2018
1FTRX12W87NA42262,FORD,   ,2007
1FBZX2ZM3HKA52442,FORD,TRA,2017
1GNSCCKC6JR323689,CHEV,TAH,2018
5J8TB3H3XEL002062,ACUR,RDX,2014
1FTVW1EL8NWG12772,FORD,   ,2022
4DRBUAAN48A646303,ICBU,   ,2008
1GC2YLE7XPF215742,CHEV,   ,2023
1FT7W2BT7KEC22282,FORD,   ,2019
3C6RR6KG4JG244717,RAM ,   ,2018
1GKS1CKJ4LR176485,GMC ,YUK,2020
1FAFP34N35W256401,FORD,FOC,2005
5J6RW1H54JL014019,HOND,CRV,2018
5FNYF38629B015481,HOND,PLT,2009
1GNSCHKC2GR208450,CHEV,C15,2016
5GAERBKW6JJ231944,BUIC,ENC,2018
1HGCV1F36MA078886,HOND,ACC,2021
JM1NDAC76G0103975,MAZD,   ,2016
5TFCZ5AN2MX257071,TOYT,   ,2021
3FMCR9A69NRD44732,FORD,BRO,2022
JM3KFACM3K1548428,MAZD,CX5,2019
SALLDKHF8LA938874,LNDR,DEF,1993
3C6UR5HJ1FG694260,RAM ,   ,2015
5FNRL6H86NB066833,HOND,ODY,2022
1FTRF12297KC92269,FORD,   ,2007
1GNSCKE07ER190314,CHEV,C15,2014
2B3KA43G77H666818,DODG,CHA,2007
1FTFW1EF6DKF24968,FORD,   ,2013
1FTCR10U6TUB87088,FORD,   ,1996
1GCRYDED5KZ412092,CHEV,   ,2019
5GAKRBKD3DJ262705,BUIC,ENC,2013
5XYPG4A39GG045162,KIA ,SOR,2016
1FTZF1721XNC14706,FORD,   ,1999
1J8HG582X6C165071,JEEP,   ,2006
55SWF4JB8JU248076,MERZ,   ,2018
KMHDN46D04U887291,HYUN,ELA,2004
2C4RDGBG3KR756414,DODG,CNV,2019
5NPET46C29H446236,HYUN,SON,2009
WDDGF4HB4CA672254,MERZ,C25,2012
2G11Z5S36L9105188,CHEV,IMP,2020
1FTEW1EG6JFA88292,FORD,   ,2018
1M1AK05YX6N012732,MACK,   ,2006
1FTEW1E56KKD54403,FORD,   ,2019
3GCPCSE04DG294305,CHEV,   ,2013
4T1C11AKXPU762427,TOYT,CAM,2023
WDDGF54X48F038847,MERZ,C  ,2008
2G1WF52E749128853,CHEV,IMP,2004
3GTP9EED1MG361493,GMC ,   ,2021
1FDUF4GNXLEC92879,FORD,   ,2020
1FDFE4FN0PDD05874,SCFT,   ,2023
3D7KR28D15G781542,DODG,   ,2005
1FT8W2BT2NEF52176,FORD,   ,2022
3FTNX20L13MB34489,FORD,   ,2003
5TDYZRFHXKS327354,TOYT,HDR,2019
1FTEX1C50NKF26767,FORD,   ,2022
1D4GP24R95B321399,DODG,CVN,2005
1FDWE3FS4JDC35383,FORD,   ,2018
JN8AT2MT7HW132679,NISS,RGE,2017
4V4JDBRF0TN852131,VOLV,   ,1996
JYAVP11E33A036132,YAMA,   ,2003
3GCPCREC5JG237822,CHEV,   ,2018
1G1ZA5EU3CF111407,CHEV,RCN,2012
3GCPAEED1NG542389,CHEV,   ,2022
1C6SRFHTXKN794194,RAM ,   ,2019
1FDPJ74N9HVA41019,FORD,BUS,1987
1N4AL11DX5C212368,NISS,ALT,2005
5TFRV54137X012301,TOYT,   ,2007
1GKKRRKDXGJ171978,GMC ,ACA,2016
2C3CDXBG4PH529403,DODG,CHA,2023
JTJSARBZXL5007760,LEXS,NX3,2020
5TFJU4GN8FX089981,TOYT,   ,2015
WVGAV7AX7CW591967,VOLK,TGN,2012
2GTEK19K7R1517646,GMC ,   ,1994
3GNKBDR43PS125522,CHEV,BLZ,2023
1C6RR7YT4GS122466,RAM ,   ,2016
5TFAX5GN7KX144587,TOYT,   ,2019
3GTP2VE73DG302508,GMC ,   ,2013
1HD1KRC12JB685453,HD  ,   ,2018
3GCNAAEK0NG506627,CHEV,   ,2022
1FTKR1AD8APA37490,FORD,   ,2010
1GC1KUEY8JF218562,CHEV,   ,2018
3GTP1VEC3EG415814,GMC ,   ,2014
1V2JR2CA8MC561012,VOLK,ATL,2021
1C4RJGDG1PC503260,JEEP,GCH,2023
2B4FP2530WR781036,DODG,CAR,1998
2FMPK3J98LBA30384,FORD,EDG,2020
1GNEK13Z02J335960,CHEV,TAH,2002
1FDWE3F69JDC30330,FORD,E35,2018
1GCFG154581104139,CHEV,EXP,2008
1C3BC2EB6BN592343,CHRY,200,2011
2MEFM75V67X636380,MERC,MAR,2007
2C4RDGBG9ER432548,DODG,CVN,2014
2FMDK3JC4EBA36765,FORD,EDG,2014
1C6RR6TT5KS701590,RAM ,   ,2019
5TDZKRFH3FS107715,TOYT,HGH,2015
JTJGZKCA7K2012591,LEXS,R35,2019
1GNEC13Z94R267059,CHEV,TAH,2004
2GNALCEK7H1505144,CHEV,EQX,2017
1FTEW1C58LKD00671,FORD,   ,2020
5TFGY5F15FX187613,TOYT,   ,2015
2FABP7BV1AX111526,FORD,CVC,2010
3D7MA48C23G778343,DODG,   ,2003
5PVNJ8JV5L5S80209,HINO,   ,2020
4T3RWRFV3MU048056,TOYT,RAV,2021
1FMCU0GD6KUC36587,FORD,ESC,2019
2G1FB1E31F9258063,CHEV,CAM,2015
1GCHC23275F924734,CHEV,   ,2005
1GNSCLED9PR180007,CHEV,TAH,2023
1C4RJKEG1P8876156,JEEP,GCH,2023
1C4RJEBG6EC107202,JEEP,GRC,2014
1FTNE24W88DA12791,FORD,   ,2008
1FTEW1E52KFD09497,FORD,   ,2019
1C6RR6MT3HS556430,RAM ,   ,2017
ZACCJABT7GPE40034,JEEP,REN,2016
1FT7W2A66HEB83091,FORD,   ,2017
KNAGM4A73D5328265,KIA ,OPT,2013
1C4AJWAG5CL194303,JEEP,WRA,2012
5J8YD3H37HL000239,ACUR,MDX,2017
1FTFW1EVXAFA30219,FORD,   ,2010
2CNDL63F976000734,CHEV,EQX,2007
1G1RD6E41CU108448,CHEV,VOL,2012
3GCPCREC9FG120431,CHEV,   ,2015
JN1BV7AP4FM331909,INFI,Q50,2015
ZACNJABB4LPL00840,JEEP,REN,2020
1FT7W2BT4MEC56408,FORD,   ,2021
1GCWGAFG6L1151763,CHEV,   ,2020
4JGFB4JBXMA436670,MERZ,GLE,2021
1HGCR2F37EA151324,HOND,ACC,2014
5J6RW1H81LA013287,HOND,CRV,2020
3GCRCSE05AG287724,CHEV,   ,2010
5TDZY5G12KS072488,TOYT,SQA,2019
1GCRKSE75CZ311202,CHEV,   ,2012
WA1CMAFP8FA113476,AUDI,Q5 ,2015
LRBFXBSA4HD199211,BUIC,   ,2017
1FMSK7DH4MGA22507,FORD,EXP,2021
3GCPCREC2HG255124,CHEV,   ,2017
1HSWXAHT97J459078,INTL,   ,2007
4T4BE46K19R068941,TOYT,CAM,2009
1GTEC19X57Z185624,GMC ,   ,2007
5N1AZ2MG1FN274067,NISS,MUR,2015
1FTRX12W36FB79344,FORD,   ,2006
3N6CM0KN4FK697519,NISS,200,2015
1FT7W2BT8DEB27362,FORD,   ,2013
3C7WRTCL3GG198718,RAM ,   ,2016
1GCHC23U24F129803,CHEV,   ,2004
3C6UR4HJ5JG274648,RAM ,   ,2018
2FMPK3K94HBC05168,FORD,EDG,2017
1C4RJFAG4KC600654,JEEP,GRC,2019
KM8R54HE0MU184690,HYUN,PAL,2021
1GKS2DKL5MR366060,GMC ,YUK,2021
4T1BG22K11U853074,TOYT,   ,2001
1N4BA41E24C896013,NISS,MAX,2004
1GCEK19TXYZ230333,CHEV,   ,2000
1GTDM19X93B511615,GMC ,   ,2003
WA1BFCFS8FR013062,AUDI,Q3 ,2015
5N1DR2MN2JC640585,NISS,PTH,2018
1G4PS5SK8C4187940,BUIC,VER,2012
1GCZGTCG0F1287842,CHEV,   ,2015
1GKKRNED5EJ195994,GMC ,ACA,2014
1FT8W3DT6LEC36540,FORD,   ,2020
1FTZX1725XNB85515,FORD,   ,1999
5YJYGDED0MF107770,TESL,Y  ,2021
2FMTK3K83FBB52207,FORD,EDG,2015
1GNDS13S252376054,CHEV,TBZ,2005
1HA6GUCG2HN003563,TUTO,   ,2017
1GKS2EKL8PR175503,GMC ,YUK,2023
2FAHP71V49X113987,FORD,CVC,2009
1ZVBP8AM2E5312977,FORD,MUS,2014
1N6BA1F40GN502636,NISS,   ,2016
1C4RDHDG7KC721242,DODG,DUR,2019
1C6JJTFM5ML613787,JEEP,   ,2021
WDDZF4JB6HA277986,MERZ,E30,2017
1FTRW12W76KD69898,FORD,   ,2006
5N1AN08U06C515869,NISS,XTR,2006
1C4PJLLB6JD538528,JEEP,CHE,2018
1FTMF1CW9AKE38687,FORD,   ,2010
2HKRW5H34JH408104,HOND,CRV,2018
1N4AL3AP0FC224052,NISS,ALT,2015
1GNSKJKC9KR255977,CHEV,SUB,2019
1FTBF2A66KEG06396,FORD,   ,2019
4T1BF1FK5FU475162,TOYT,CAM,2015
2A8GM68X57R240399,CHRY,PCF,2007
1N4AL3AP6DN541528,NISS,ALT,2013
JYARN48E6KA002389,YAMA,   ,2019
1GCCS145X28212637,CHEV,   ,2002
3MZBN1V39JM216413,MAZD,3  ,2018
5YFBURHE0FP303134,TOYT,134,2015
5N1AA0ND0FN606323,NISS,ARM,2015
1GNDM15Z6LB147958,CHEV,   ,1990
5N1AR2MN7DC603832,NISS,PTH,2013
1FTWW33P54EA92041,FORD,   ,2004
1FMFK19589EB20780,FORD,EXP,2009
3VW6T7AU7MM002369,VOLK,GOL,2021
1FTFW1E86PFA54987,FORD,   ,2023
1N4BL4CV2MN389768,NISS,ALT,2021
1FDXE4FS0GDC11827,JAYC,   ,2016
2GTEC13J281159786,GMC ,   ,2008
1FTPW12V79FB41430,FORD,   ,2009
2C4RC1GG5PR553878,CHRY,PCF,2023
5FNYF8H50PB004450,HOND,PAS,2023
1G1ZF5EZ3AF157250,CHEV,MAL,2010
3N1CP5DV6ML489804,NISS,   ,2021
3GCNWAEF0MG358563,CHEV,   ,2021
4DRBUC8N2NB819162,ICBU,   ,2022
1C4RJEAG6HC745679,JEEP,GCR,2017
1HGCV1F3XJA010893,HOND,ACC,2018
1HGCP2F31CA154819,HOND,ACC,2012
5FPYK3F72PB009871,HOND,   ,2023
1N6AD0EV0KN875241,NISS,   ,2019
2HGFE1F91PH307613,HOND,CIV,2023
1FMCU031X8KC92029,FORD,ECP,2008
1C4NJPBB4GD532686,JEEP,PAT,2016
1FTPW12V38FB25921,FORD,   ,2008
3GCPCREH9EG396523,CHEV,   ,2014
3GCPWBEK7MG262800,CHEV,   ,2021
1FT8W4DT3DEB69693,FORD,   ,2013
3N1CN7AP9JL870453,NISS,VSA,2018
1FTSW21P66ED86451,FORD,   ,2006
JTDKN3DU7F1916010,TOYT,PRI,2015
3GNAXKEV0LS620142,CHEV,EQX,2020
3GTP1VEC0EG325682,GMC ,   ,2014
1C4BJWEG5HL558189,JEEP,WRA,2017
3VW4T7AJ6JM235197,VOLK,JET,2018
JN1EV7AP8JM356513,INFI,Q50,2018
1FTPW14V29FA80453,FORD,   ,2009
SAJWA2G77G8V95593,JAGU,XJL,2016
4T1B11HK8JU551039,TOYT,CAM,2018
1FTEX15N5PKA81877,FORD,   ,1993
2GTEC29J991127772,GMC ,   ,2009
1FAHP3F28CL303674,FORD,FOC,2012
5TFBT54187X006324,TOYT,   ,2007
1XPCDP9X8FD301870,PTRB,   ,2015
WP0AC2A93NS270176,PORS,911,2022
5TFRU54148X014918,TOYT,   ,2008
1GB6G5BL3D1189631,ELDO,   ,2013
1GCRCPEC1HZ347564,CHEV,   ,2017
1FTFW1E50MFA07150,FORD,   ,2021
1FDWF7DX3KDF11718,FORD,   ,2019
5TDYZRAH9MS532707,TOYT,HDR,2021
1GCUYEED1KZ144304,CHEV,   ,2019
3N1AB7AP7KY403584,NISS,SEN,2019
WA1AJAF78LD008060,AUDI,Q7 ,2020
3GCNWAEF9LG286325,CHEV,   ,2020
1GTW7FCA3C1183325,GMC ,325,2012
1FTFW1CF8CFC16808,FORD,   ,2012
2GTEK13Z071149653,GMC ,   ,2007
1GNLC2E08DR162878,CHEV,   ,2013
3C6TR5CT8GG177186,RAM ,   ,2016
1FT7X2BT3BEC67765,FORD,   ,2011
2HGFB2F52CH326452,HOND,CIV,2012
WD4PF0CD7KP166463,MERZ,   ,2019
1GYS3CKJ0GR414516,CALC,ESC,2016
WDDZF4JB6HA112326,MERZ,30E,2017
1FMCU0F78HUA88494,FORD,ECP,2017
5GAERDKW7NJ119736,BUIC,   ,2022
1GNSCBKC4FR175933,CHEV,TAH,2015
3GKEC16Z63G239016,GMC ,   ,2003
5LMJJ2H56DEL01290,LINC,NAV,2013
1GT12REG5GF112664,GMC ,   ,2016
3VWRW31C89M517988,VOLK,BUG,2009
1GB0KVCG8CZ181739,CHEV,   ,2012
JTEZU5JR0K5206166,TOYT,4RN,2019
1GC2KUEG7FZ512875,CHEV,   ,2015
1GCEK19R3XR146390,CHEV,   ,1999
3GTU9CED9NG210264,GMC ,   ,2022
1C6RR6FGXNS153735,RAM ,   ,2022
1C6RREFT1NN241224,RAM ,   ,2022
1GCJK33G62F176401,CHEV,   ,2002
1D7HA18N53S269468,DODG,   ,2003
       B55A069504,CHEV,BEL,1955
5TFET54198X026161,TOYT,   ,2008
1JKDLE301KM017261,INST,   ,2019
1FT7W2BNXMEC72422,FORD,   ,2021
3TMCZ5AN7LM317382,TOYT,   ,2020
2C4RDGBG3FR660496,DODG,   ,2015
1GKKNKLS5MZ227354,GMC ,   ,2021
1GCGTDEN5J1120633,CHEV,   ,2018
1FTRF3C62FEA55584,FORD,   ,2015
2C3CDXBG1FH806152,DODG,CHA,2015
5J8YD3H57LL003118,ACUR,   ,2020
5N1AN08W46C519070,NISS,XTR,2006
1GTCS19Z1R8527655,GMC ,   ,1994
1FT8W3BTXLEC37130,FORD,   ,2020
3GNAXHEV5LS678976,CHEV,EQU,2020
1FTSW20558EC45907,FORD,   ,2008
JTDBR32E940053018,TOYT,COA,2004
3GCPCREC1EG338376,CHEV,   ,2014
1FTFW1EF2DKD05585,FORD,   ,2013
1C6RR7PT8GS225875,RAM ,   ,2016
4S2CK58W9W4317276,ISU ,ROD,1998
